item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00500,ORD00310,PROD0199,3,1960.28,96
ITEM00501,ORD00005,PROD0353,5,7886.14,36
ITEM00502,ORD00207,PROD0491,3,11162.37,74
ITEM00503,ORD00263,PROD0111,1,9641.87,19
ITEM00504,ORD00371,PROD0062,4,6612.96,60
ITEM00505,ORD00403,PROD0280,2,5878.65,59
ITEM00506,ORD00044,PROD0146,4,4249.62,24
ITEM00507,ORD00358,PROD0060,4,4970.62,56
ITEM00508,ORD00016,PROD0028,4,5290.41,73
ITEM00509,ORD00378,PROD0485,2,2010.73,84
ITEM00510,ORD00215,PROD0014,3,3576.04,96
ITEM00511,ORD00354,PROD0478,4,4699.61,41
ITEM00512,ORD00403,PROD0088,-5,1179.96,17
ITEM00513,ORD00170,PROD0055,2,8630.18,77
ITEM00514,ORD00201,PROD0266,5,1470.65,26
ITEM00515,ORD00198,PROD0300,4,3056.65,13
ITEM00516,ORD00232,PROD0093,3,3059.62,38
ITEM00517,ORD00346,PROD0080,1,7168.56,4
ITEM00518,ORD00096,PROD0088,5,1385.98,49
ITEM00519,ORD00150,PROD0407,3,1860.28,8
ITEM00520,ORD00266,PROD0102,4,5188.56,41
ITEM00521,ORD00057,PROD0375,4,5654.93,53
ITEM00522,ORD00200,PROD0366,4,1893.6,26
ITEM00523,ORD00159,PROD0407,2,1593.02,90
ITEM00524,ORD00295,PROD0191,4,7330.1,75
ITEM00525,ORD00351,PROD0044,2,1147.41,25
ITEM00526,ORD00229,PROD0061,1,5621.12,51
ITEM00527,ORD00270,PROD0042,5,1339.51,72
ITEM00528,ORD00295,PROD0163,4,4487.73,11
ITEM00529,ORD00471,PROD0285,3,5030.26,89
ITEM00530,ORD00422,PROD0218,3,8109.13,22
ITEM00531,ORD00461,PROD0233,4,4793.92,55
ITEM00532,ORD00338,PROD0294,4,1336.92,72
ITEM00533,ORD00485,PROD0038,1,1294.54,20
ITEM00534,ORD00276,PROD0101,3,4476.21,8
ITEM00535,ORD00211,PROD0126,2,313.08,70
ITEM00536,ORD00040,PROD0415,1,8598.52,64
ITEM00537,ORD00085,PROD0126,3,192.19,64
ITEM00538,ORD00038,PROD0348,1,4810.34,86
ITEM00539,ORD00382,PROD0341,4,1470.38,24
ITEM00540,ORD00129,PROD0041,4,1504.33,17
ITEM00541,ORD00238,PROD0442,3,7949.53,8
ITEM00542,ORD00125,PROD0177,1,6088.78,56
ITEM00543,ORD00143,PROD0146,2,6066.45,21
ITEM00544,ORD00091,PROD0350,1,823.93,68
ITEM00545,ORD00344,PROD0355,4,6149.02,86
ITEM00546,ORD00184,PROD0165,3,3607.95,91
ITEM00547,ORD00273,PROD0021,1,6777.26,89
ITEM00548,ORD00416,PROD0210,1,3077.86,84
ITEM00549,ORD00158,PROD0490,1,1723.07,76
ITEM00550,ORD00194,PROD0478,1,5438.04,31
ITEM00551,ORD00103,PROD0050,3,2886.52,53
ITEM00552,ORD00173,PROD0248,1,4244.93,87
ITEM00553,ORD00452,PROD0114,1,5384.87,85
ITEM00554,ORD00023,PROD0266,2,1034.47,13
ITEM00555,ORD00321,PROD0205,3,1353.13,26
ITEM00556,ORD00220,PROD0059,5,5048.34,27
ITEM00557,ORD00089,PROD0212,1,1270.82,83
ITEM00558,ORD00109,PROD0121,-3,2134.12,8
ITEM00559,ORD00189,PROD0085,3,2036.98,27
ITEM00560,ORD00307,PROD0283,4,1907.0,13
ITEM00561,ORD00473,PROD0099,5,3426.54,21
ITEM00562,ORD00308,PROD0089,3,4088.48,80
ITEM00563,ORD00498,PROD0196,4,4248.53,17
ITEM00564,ORD00390,PROD0217,3,9496.75,40
ITEM00565,ORD00010,PROD0049,4,9604.5,74
ITEM00566,ORD00328,PROD0118,4,4153.27,64
ITEM00567,ORD00007,PROD0366,5,1165.18,78
ITEM00568,ORD00378,PROD0396,1,1535.87,31
ITEM00569,ORD00071,PROD0004,5,5905.11,37
ITEM00570,ORD00105,PROD0449,2,1622.9,30
ITEM00571,ORD00228,PROD0364,5,6465.42,42
ITEM00572,ORD00330,PROD0379,2,1500.99,5
ITEM00573,ORD00213,PROD0492,5,3943.15,36
ITEM00574,ORD00376,PROD0263,1,2928.94,31
ITEM00575,ORD00465,PROD0419,2,11430.84,31
ITEM00576,ORD00196,PROD0136,2,6234.32,23
ITEM00577,ORD00034,PROD0495,4,6651.46,8
ITEM00578,ORD00073,PROD0097,2,4314.06,16
ITEM00579,ORD00282,PROD0074,1,8664.45,26
ITEM00580,ORD00219,PROD0158,2,7605.37,39
ITEM00581,ORD00126,PROD0282,2,7958.36,77
ITEM00582,ORD00296,PROD0234,2,6564.95,81
ITEM00583,ORD00401,PROD0441,2,8961.36,46
ITEM00584,ORD00242,PROD0141,4,4897.17,64
ITEM00585,ORD00390,PROD0240,5,5108.59,61
ITEM00586,ORD00219,PROD0215,1,6575.89,97
ITEM00587,ORD00079,PROD0310,3,8893.92,22
ITEM00588,ORD00157,PROD0236,3,5780.25,48
ITEM00589,ORD00037,PROD0008,5,1308.65,91
ITEM00590,ORD00470,PROD0450,4,6137.51,1
ITEM00591,ORD00192,PROD0479,5,418.73,53
ITEM00592,ORD00192,PROD0114,4,6902.79,39
ITEM00593,ORD00454,PROD0151,5,2614.03,15
ITEM00594,ORD00084,PROD0082,4,5194.91,55
ITEM00595,ORD00385,PROD0428,3,790.63,65
ITEM00596,ORD00189,PROD0305,4,8753.17,83
ITEM00597,ORD00377,PROD0131,4,2322.66,61
ITEM00598,ORD00186,PROD0125,1,8415.97,86
ITEM00599,ORD00331,PROD0357,1,2837.89,77
ITEM00600,ORD00076,PROD0034,4,5064.85,77
ITEM00601,ORD00431,PROD0316,5,2395.7,14
ITEM00602,ORD00470,PROD0116,1,6650.42,90
ITEM00603,ORD00042,PROD0095,5,5436.98,24
ITEM00604,ORD00219,PROD0057,4,5135.06,38
ITEM00605,ORD00338,PROD0177,5,6732.64,75
ITEM00606,ORD00386,PROD0456,3,1483.06,93
ITEM00607,ORD00294,PROD0039,1,7145.1,44
ITEM00608,ORD00108,PROD0258,2,4755.77,50
ITEM00609,ORD00087,PROD0247,-3,6827.99,0
ITEM00610,ORD00357,PROD0305,1,7247.32,53
ITEM00611,ORD00088,PROD0023,3,3422.97,23
ITEM00612,ORD00094,PROD0425,2,5945.77,14
ITEM00613,ORD00109,PROD0464,4,4070.56,7
ITEM00614,ORD00099,PROD0115,2,7287.57,52
ITEM00615,ORD00320,PROD0041,4,1496.37,81
ITEM00616,ORD00044,PROD0030,2,1135.89,35
ITEM00617,ORD00300,PROD0418,1,4342.63,62
ITEM00618,ORD00137,PROD0354,-1,7442.1,0
ITEM00619,ORD00022,PROD0432,5,323.32,66
ITEM00620,ORD00267,PROD0260,1,5030.46,97
ITEM00621,ORD00243,PROD0350,3,1137.18,77
ITEM00622,ORD00350,PROD0390,4,264.29,40
ITEM00623,ORD00341,PROD0149,2,3935.86,78
ITEM00624,ORD00448,PROD0247,1,4919.75,12
ITEM00625,ORD00358,PROD0201,1,4473.98,17
ITEM00626,ORD00445,PROD0388,1,7308.93,89
ITEM00627,ORD00317,PROD0411,2,3433.18,60
ITEM00628,ORD00097,PROD0071,5,4703.68,81
ITEM00629,ORD00185,PROD0406,-3,7982.55,94
ITEM00630,ORD00120,PROD0311,3,3263.55,51
ITEM00631,ORD00179,PROD0154,5,6019.51,60
ITEM00632,ORD00151,PROD0464,1,5618.19,91
ITEM00633,ORD00449,PROD0125,2,8096.13,91
ITEM00634,ORD00255,PROD0018,5,7304.73,38
ITEM00635,ORD00240,PROD0158,5,5035.27,57
ITEM00636,ORD00277,PROD0069,1,378.63,27
ITEM00637,ORD00338,PROD0001,2,6691.11,13
ITEM00638,ORD00015,PROD0436,4,3652.08,41
ITEM00639,ORD00113,PROD0068,4,6137.85,85
ITEM00640,ORD00344,PROD0064,4,2469.21,17
ITEM00641,ORD00252,PROD0429,5,205.04,88
ITEM00642,ORD00478,PROD0201,3,5062.11,76
ITEM00643,ORD00194,PROD0300,1,5041.84,95
ITEM00644,ORD00402,PROD0331,4,6059.63,55
ITEM00645,ORD00060,PROD0246,2,6360.08,14
ITEM00646,ORD00304,PROD0382,1,6549.39,95
ITEM00647,ORD00066,PROD0315,1,9721.15,48
ITEM00648,ORD00160,PROD0370,5,6175.31,68
ITEM00649,ORD00217,PROD0191,2,4891.58,46
ITEM00650,ORD00309,PROD0456,2,1247.66,13
ITEM00651,ORD00437,PROD0483,-4,8841.13,18
ITEM00652,ORD00256,PROD0195,3,8014.09,18
ITEM00653,ORD00383,PROD0177,5,5909.35,89
ITEM00654,ORD00159,PROD0392,1,4086.53,88
ITEM00655,ORD00435,PROD0130,1,6406.32,61
ITEM00656,ORD00361,PROD0242,2,2168.08,7
ITEM00657,ORD00367,PROD0065,3,4293.3,93
ITEM00658,ORD00027,PROD0124,2,10109.15,99
ITEM00659,ORD00373,PROD0170,2,3056.52,84
ITEM00660,ORD00281,PROD0205,2,1599.7,54
ITEM00661,ORD00388,PROD0050,4,3740.06,9
ITEM00662,ORD00145,PROD0425,5,6753.85,24
ITEM00663,ORD00068,PROD0458,5,1810.72,74
ITEM00664,ORD00364,PROD0388,1,6169.86,83
ITEM00665,ORD00227,PROD0226,2,8006.36,37
ITEM00666,ORD00412,PROD0362,2,6726.01,94
ITEM00667,ORD00439,PROD0333,1,9238.61,86
ITEM00668,ORD00219,PROD0087,2,3774.78,21
ITEM00669,ORD00499,PROD0327,1,1480.22,6
ITEM00670,ORD00333,PROD0362,1,5076.57,55
ITEM00671,ORD00207,PROD0424,2,7004.13,15
ITEM00672,ORD00155,PROD0345,2,6829.04,22
ITEM00673,ORD00408,PROD0044,4,1323.23,11
ITEM00674,ORD00333,PROD0284,4,5953.1,80
ITEM00675,ORD00062,PROD0415,4,5326.22,15
ITEM00676,ORD00466,PROD0168,4,7700.96,2
ITEM00677,ORD00294,PROD0137,5,3207.05,88
ITEM00678,ORD00093,PROD0167,1,6138.97,82
ITEM00679,ORD00065,PROD0110,4,4158.43,8
ITEM00680,ORD00417,PROD0107,5,3745.89,50
ITEM00681,ORD00402,PROD0181,5,7837.31,62
ITEM00682,ORD00300,PROD0373,1,2878.54,83
ITEM00683,ORD00107,PROD0300,1,5194.52,15
ITEM00684,ORD00356,PROD0329,2,1875.98,71
ITEM00685,ORD00063,PROD0415,4,4929.28,73
ITEM00686,ORD00045,PROD0367,2,6755.15,96
ITEM00687,ORD00064,PROD0265,1,4002.64,46
ITEM00688,ORD00484,PROD0422,5,5252.36,31
ITEM00689,ORD00485,PROD0131,3,2863.98,100
ITEM00690,ORD00228,PROD0160,3,1307.22,62
ITEM00691,ORD00181,PROD0352,3,1149.77,65
ITEM00692,ORD00340,PROD0069,2,566.92,30
ITEM00693,ORD00154,PROD0299,1,10815.47,27
ITEM00694,ORD00111,PROD0011,2,3083.68,35
ITEM00695,ORD00217,PROD0152,2,5093.87,32
ITEM00696,ORD00463,PROD0170,3,2525.39,58
ITEM00697,ORD00347,PROD0150,1,8593.17,88
ITEM00698,ORD00037,PROD0200,2,6299.24,34
ITEM00699,ORD00289,PROD0403,2,8431.37,65
ITEM00700,ORD00421,PROD0129,5,4521.71,100
ITEM00701,ORD00494,PROD0082,4,7098.32,9
ITEM00702,ORD00057,PROD0288,3,7604.23,52
ITEM00703,ORD00046,PROD0338,1,3948.39,42
ITEM00704,ORD00409,PROD0432,3,364.19,1
ITEM00705,ORD00497,PROD0232,1,4827.63,13
ITEM00706,ORD00373,PROD0299,1,10933.57,75
ITEM00707,ORD00179,PROD0124,4,8889.73,36
ITEM00708,ORD00051,PROD0389,5,10405.69,21
ITEM00709,ORD00200,PROD0494,3,6897.78,94
ITEM00710,ORD00452,PROD0156,5,7565.39,61
ITEM00711,ORD00005,PROD0267,5,7420.77,91
ITEM00712,ORD00074,PROD0062,2,5148.42,94
ITEM00713,ORD00372,PROD0335,3,6501.52,47
ITEM00714,ORD00215,PROD0427,2,9811.59,23
ITEM00715,ORD00409,PROD0459,4,1244.01,36
ITEM00716,ORD00267,PROD0228,3,8831.97,29
ITEM00717,ORD00045,PROD0015,3,9122.1,52
ITEM00718,ORD00325,PROD0281,3,4755.94,93
ITEM00719,ORD00085,PROD0193,2,7138.69,10
ITEM00720,ORD00253,PROD0235,3,3478.96,1
ITEM00721,ORD00478,PROD0246,4,8664.17,61
ITEM00722,ORD00347,PROD0166,4,11576.53,89
ITEM00723,ORD00316,PROD0451,1,5448.44,95
ITEM00724,ORD00360,PROD0475,1,8384.88,44
ITEM00725,ORD00339,PROD0018,2,7959.0,67
ITEM00726,ORD00230,PROD0126,5,308.55,86
ITEM00727,ORD00090,PROD0156,5,4260.02,17
ITEM00728,ORD00027,PROD0393,5,7276.12,48
ITEM00729,ORD00058,PROD0375,2,6777.2,86
ITEM00730,ORD00436,PROD0404,2,2683.57,15
ITEM00731,ORD00151,PROD0072,3,530.95,0
ITEM00732,ORD00473,PROD0305,5,6636.47,82
ITEM00733,ORD00019,PROD0099,5,3590.67,79
ITEM00734,ORD00004,PROD0280,4,6129.28,42
ITEM00735,ORD00003,PROD0257,3,5366.77,92
ITEM00736,ORD00005,PROD0298,2,192.82,62
ITEM00737,ORD00264,PROD0029,2,7609.72,52
ITEM00738,ORD00004,PROD0308,1,6035.6,84
ITEM00739,ORD00203,PROD0093,3,2541.17,46
ITEM00740,ORD00275,PROD0043,4,1824.23,13
ITEM00741,ORD00225,PROD0102,4,6026.11,45
ITEM00742,ORD00453,PROD0108,-4,1804.87,25
ITEM00743,ORD00021,PROD0108,1,1063.41,53
ITEM00744,ORD00083,PROD0372,3,8263.89,61
ITEM00745,ORD00251,PROD0476,3,4125.74,87
ITEM00746,ORD00392,PROD0302,2,1837.1,51
ITEM00747,ORD00380,PROD0377,5,8682.46,49
ITEM00748,ORD00056,PROD0371,2,4765.72,16
ITEM00749,ORD00007,PROD0499,2,8929.18,30
ITEM00750,ORD00176,PROD0104,1,905.87,76
ITEM00751,ORD00149,PROD0463,1,7762.88,10
ITEM00752,ORD00079,PROD0206,4,2763.99,23
ITEM00753,ORD00059,PROD0474,2,1924.46,89
ITEM00754,ORD00220,PROD0407,2,1318.22,90
ITEM00755,ORD00258,PROD0214,1,6944.97,24
ITEM00756,ORD00077,PROD0251,5,6086.57,16
ITEM00757,ORD00099,PROD0480,4,9426.26,54
ITEM00758,ORD00047,PROD0098,1,11515.64,48
ITEM00759,ORD00359,PROD0399,4,6635.75,29
ITEM00760,ORD00246,PROD0401,2,4540.72,54
ITEM00761,ORD00138,PROD0290,1,4953.98,44
ITEM00762,ORD00459,PROD0184,4,3598.83,5
ITEM00763,ORD00382,PROD0049,1,7805.43,36
ITEM00764,ORD00311,PROD0010,4,1163.39,23
ITEM00765,ORD00187,PROD0466,3,8033.21,14
ITEM00766,ORD00350,PROD0120,1,1576.04,16
ITEM00767,ORD00415,PROD0162,3,4667.08,99
ITEM00768,ORD00191,PROD0358,5,3027.46,35
ITEM00769,ORD00045,PROD0329,2,3078.87,16
ITEM00770,ORD00301,PROD0114,5,9988.4,83
ITEM00771,ORD00229,PROD0318,2,4715.85,9
ITEM00772,ORD00155,PROD0174,5,6882.7,97
ITEM00773,ORD00079,PROD0309,2,5676.71,24
ITEM00774,ORD00130,PROD0261,4,8976.89,97
ITEM00775,ORD00459,PROD0012,5,2648.46,80
ITEM00776,ORD00035,PROD0200,1,5703.87,67
ITEM00777,ORD00086,PROD0155,5,943.42,89
ITEM00778,ORD00490,PROD0063,2,2211.76,88
ITEM00779,ORD00204,PROD0224,2,9018.12,68
ITEM00780,ORD00085,PROD0256,5,4269.03,65
ITEM00781,ORD00200,PROD0167,4,6218.3,34
ITEM00782,ORD00082,PROD0345,2,6336.97,75
ITEM00783,ORD00405,PROD0170,1,3337.77,64
ITEM00784,ORD00437,PROD0300,5,3144.65,90
ITEM00785,ORD00088,PROD0426,3,5482.51,68
ITEM00786,ORD00328,PROD0354,2,4759.82,35
ITEM00787,ORD00405,PROD0368,2,997.68,31
ITEM00788,ORD00001,PROD0404,2,2496.51,80
ITEM00789,ORD00167,PROD0062,5,3979.62,90
ITEM00790,ORD00069,PROD0191,5,5240.72,78
ITEM00791,ORD00030,PROD0004,3,7049.33,1
ITEM00792,ORD00495,PROD0311,3,2565.82,32
ITEM00793,ORD00445,PROD0408,1,1861.61,99
ITEM00794,ORD00382,PROD0259,5,9185.25,83
ITEM00795,ORD00325,PROD0247,3,5995.63,26
ITEM00796,ORD00138,PROD0474,4,1213.52,80
ITEM00797,ORD00119,PROD0194,4,6130.18,55
ITEM00798,ORD00246,PROD0267,3,4687.23,23
ITEM00799,ORD00442,PROD0026,4,5387.35,72
ITEM00800,ORD00093,PROD0394,4,5059.99,2
ITEM00801,ORD00091,PROD0226,3,8607.41,87
ITEM00802,ORD00074,PROD0268,5,2679.31,31
ITEM00803,ORD00497,PROD0184,4,4914.88,92
ITEM00804,ORD00385,PROD0170,5,4023.97,77
ITEM00805,ORD00011,PROD0470,1,5592.24,1
ITEM00806,ORD00395,PROD0189,1,3320.25,18
ITEM00807,ORD00495,PROD0377,-5,4584.1,13
ITEM00808,ORD00174,PROD0311,5,3788.24,10
ITEM00809,ORD00389,PROD0438,2,527.9,56
ITEM00810,ORD00246,PROD0432,2,341.6,7
ITEM00811,ORD00322,PROD0400,5,6973.44,2
ITEM00812,ORD00152,PROD0037,1,2533.26,53
ITEM00813,ORD00115,PROD0037,-2,2339.21,54
ITEM00814,ORD00336,PROD0330,4,1201.54,87
ITEM00815,ORD00367,PROD0372,4,9078.07,14
ITEM00816,ORD00057,PROD0271,4,6554.82,36
ITEM00817,ORD00171,PROD0006,3,1755.37,10
ITEM00818,ORD00092,PROD0311,1,2883.54,42
ITEM00819,ORD00218,PROD0343,5,5545.61,85
ITEM00820,ORD00147,PROD0072,3,568.33,13
ITEM00821,ORD00339,PROD0064,3,3049.86,33
ITEM00822,ORD00442,PROD0500,1,1904.24,19
ITEM00823,ORD00200,PROD0154,2,6103.18,100
ITEM00824,ORD00058,PROD0335,4,6246.21,93
ITEM00825,ORD00166,PROD0424,3,11499.97,23
ITEM00826,ORD00254,PROD0059,4,6513.83,88
ITEM00827,ORD00326,PROD0144,4,3365.2,83
ITEM00828,ORD00282,PROD0431,2,6967.5,68
ITEM00829,ORD00421,PROD0040,4,1939.13,10
ITEM00830,ORD00270,PROD0474,5,1616.19,88
ITEM00831,ORD00121,PROD0243,2,7865.26,26
ITEM00832,ORD00243,PROD0041,1,2726.24,14
ITEM00833,ORD00185,PROD0444,1,2968.27,99
ITEM00834,ORD00074,PROD0254,2,262.37,70
ITEM00835,ORD00424,PROD0411,4,2448.42,95
ITEM00836,ORD00357,PROD0019,2,1573.5,48
ITEM00837,ORD00218,PROD0131,1,2570.62,89
ITEM00838,ORD00038,PROD0495,1,5193.36,76
ITEM00839,ORD00188,PROD0326,2,1287.58,31
ITEM00840,ORD00426,PROD0355,-1,6331.75,19
ITEM00841,ORD00072,PROD0370,2,10477.64,89
ITEM00842,ORD00370,PROD0049,3,7903.87,100
ITEM00843,ORD00080,PROD0331,1,4011.57,82
ITEM00844,ORD00089,PROD0146,1,4903.56,1
ITEM00845,ORD00349,PROD0371,4,5197.71,58
ITEM00846,ORD00133,PROD0265,5,5159.28,64
ITEM00847,ORD00217,PROD0177,3,6899.3,34
ITEM00848,ORD00487,PROD0139,1,3192.24,27
ITEM00849,ORD00113,PROD0092,4,792.63,95
ITEM00850,ORD00040,PROD0491,5,10390.36,59
ITEM00851,ORD00329,PROD0467,4,3321.98,48
ITEM00852,ORD00191,PROD0022,2,9645.13,24
ITEM00853,ORD00040,PROD0059,3,6218.19,99
ITEM00854,ORD00145,PROD0100,-3,503.36,13
ITEM00855,ORD00006,PROD0035,1,3211.31,39
ITEM00856,ORD00327,PROD0133,2,6226.77,30
ITEM00857,ORD00292,PROD0472,3,3820.83,72
ITEM00858,ORD00162,PROD0319,4,663.22,39
ITEM00859,ORD00385,PROD0295,1,4319.73,50
ITEM00860,ORD00385,PROD0352,5,987.73,45
ITEM00861,ORD00050,PROD0299,2,7625.43,94
ITEM00862,ORD00414,PROD0170,5,3947.41,3
ITEM00863,ORD00245,PROD0012,5,3101.16,4
ITEM00864,ORD00350,PROD0021,3,8246.29,80
ITEM00865,ORD00119,PROD0477,1,9237.68,87
ITEM00866,ORD00083,PROD0031,2,6263.14,64
ITEM00867,ORD00312,PROD0140,5,624.97,98
ITEM00868,ORD00068,PROD0239,3,2057.55,46
ITEM00869,ORD00221,PROD0258,5,2471.67,91
ITEM00870,ORD00313,PROD0077,4,2257.55,19
ITEM00871,ORD00255,PROD0298,5,192.08,1
ITEM00872,ORD00159,PROD0131,2,2918.96,100
ITEM00873,ORD00233,PROD0464,1,4540.8,37
ITEM00874,ORD00296,PROD0303,2,2357.8,11
ITEM00875,ORD00396,PROD0315,1,7572.75,60
ITEM00876,ORD00227,PROD0206,3,2631.91,17
ITEM00877,ORD00250,PROD0430,1,4926.59,36
ITEM00878,ORD00318,PROD0359,4,8488.82,16
ITEM00879,ORD00433,PROD0486,4,3668.4,40
ITEM00880,ORD00212,PROD0495,3,5301.37,33
ITEM00881,ORD00330,PROD0478,1,3153.5,31
ITEM00882,ORD00437,PROD0203,-5,3957.37,48
ITEM00883,ORD00438,PROD0035,2,1904.41,49
ITEM00884,ORD00179,PROD0359,4,6407.17,82
ITEM00885,ORD00239,PROD0145,5,1362.52,23
ITEM00886,ORD00473,PROD0301,1,2582.23,55
ITEM00887,ORD00034,PROD0228,2,5874.68,77
ITEM00888,ORD00380,PROD0077,4,2064.75,35
ITEM00889,ORD00080,PROD0418,4,7019.62,18
ITEM00890,ORD00017,PROD0024,2,2994.67,99
ITEM00891,ORD00414,PROD0203,4,4943.26,55
ITEM00892,ORD00109,PROD0165,4,5869.29,97
ITEM00893,ORD00326,PROD0425,4,4584.09,18
ITEM00894,ORD00042,PROD0045,1,2009.98,91
ITEM00895,ORD00269,PROD0220,4,2111.88,33
ITEM00896,ORD00048,PROD0242,2,2086.0,54
ITEM00897,ORD00153,PROD0433,3,1963.12,44
ITEM00898,ORD00275,PROD0299,4,9798.74,20
ITEM00899,ORD00355,PROD0047,4,7595.35,1
ITEM00900,ORD00306,PROD0158,5,5176.05,92
ITEM00901,ORD00166,PROD0016,5,3768.32,93
ITEM00902,ORD00460,PROD0051,-3,4083.72,18
ITEM00903,ORD00059,PROD0441,4,10945.06,86
ITEM00904,ORD00370,PROD0313,4,3449.77,57
ITEM00905,ORD00328,PROD0479,2,560.23,12
ITEM00906,ORD00097,PROD0045,1,2210.48,69
ITEM00907,ORD00111,PROD0065,2,4813.91,24
ITEM00908,ORD00190,PROD0244,5,1703.57,2
ITEM00909,ORD00258,PROD0108,3,1753.09,15
ITEM00910,ORD00234,PROD0304,4,3632.17,45
ITEM00911,ORD00219,PROD0361,3,6366.92,97
ITEM00912,ORD00091,PROD0466,3,8828.9,47
ITEM00913,ORD00084,PROD0261,2,7251.31,48
ITEM00914,ORD00353,PROD0112,3,7557.85,81
ITEM00915,ORD00481,PROD0256,3,5798.02,12
ITEM00916,ORD00054,PROD0424,1,6072.53,2
ITEM00917,ORD00054,PROD0134,5,578.18,96
ITEM00918,ORD00052,PROD0022,5,9564.5,64
ITEM00919,ORD00342,PROD0130,5,4768.5,53
ITEM00920,ORD00233,PROD0174,2,6157.19,14
ITEM00921,ORD00487,PROD0203,2,4031.04,59
ITEM00922,ORD00331,PROD0113,4,8334.35,94
ITEM00923,ORD00192,PROD0218,-4,7979.1,64
ITEM00924,ORD00338,PROD0460,3,5426.17,53
ITEM00925,ORD00466,PROD0405,-2,2723.76,1
ITEM00926,ORD00192,PROD0489,1,236.98,66
ITEM00927,ORD00088,PROD0114,5,9939.98,55
ITEM00928,ORD00201,PROD0394,2,3594.47,82
ITEM00929,ORD00411,PROD0390,4,270.38,54
ITEM00930,ORD00200,PROD0131,2,3773.12,22
ITEM00931,ORD00265,PROD0468,4,657.21,29
ITEM00932,ORD00065,PROD0374,1,1214.87,80
ITEM00933,ORD00432,PROD0083,5,3705.47,33
ITEM00934,ORD00166,PROD0297,5,6194.25,11
ITEM00935,ORD00322,PROD0489,1,227.48,19
ITEM00936,ORD00279,PROD0309,1,10824.4,10
ITEM00937,ORD00381,PROD0100,5,768.24,58
ITEM00938,ORD00335,PROD0096,3,6052.43,38
ITEM00939,ORD00126,PROD0081,2,1032.5,100
ITEM00940,ORD00338,PROD0058,4,3071.76,10
ITEM00941,ORD00327,PROD0481,2,9567.59,13
ITEM00942,ORD00306,PROD0176,1,4003.93,18
ITEM00943,ORD00093,PROD0260,3,2675.54,63
ITEM00944,ORD00107,PROD0495,3,4874.22,62
ITEM00945,ORD00250,PROD0091,1,3875.58,9
ITEM00946,ORD00193,PROD0118,2,4522.23,81
ITEM00947,ORD00093,PROD0412,4,814.55,22
ITEM00948,ORD00438,PROD0288,5,4516.61,43
ITEM00949,ORD00315,PROD0117,3,7971.78,0
ITEM00950,ORD00131,PROD0376,2,5440.79,24
ITEM00951,ORD00012,PROD0233,-5,4483.59,97
ITEM00952,ORD00187,PROD0422,2,3447.46,27
ITEM00953,ORD00113,PROD0056,1,2687.32,88
ITEM00954,ORD00247,PROD0058,2,3536.51,11
ITEM00955,ORD00334,PROD0277,3,4519.46,95
ITEM00956,ORD00485,PROD0088,4,1634.19,24
ITEM00957,ORD00352,PROD0190,3,11123.81,91
ITEM00958,ORD00053,PROD0135,3,351.77,98
ITEM00959,ORD00407,PROD0475,5,6494.96,92
ITEM00960,ORD00229,PROD0256,4,4225.08,95
ITEM00961,ORD00319,PROD0500,3,1057.32,49
ITEM00962,ORD00181,PROD0382,4,4566.39,80
ITEM00963,ORD00456,PROD0253,1,2002.7,65
ITEM00964,ORD00151,PROD0068,3,5706.95,82
ITEM00965,ORD00016,PROD0108,5,1044.26,41
ITEM00966,ORD00184,PROD0063,4,1735.24,27
ITEM00967,ORD00400,PROD0240,3,5859.4,1
ITEM00968,ORD00368,PROD0095,3,4721.66,59
ITEM00969,ORD00461,PROD0220,5,2146.32,8
ITEM00970,ORD00109,PROD0114,4,7659.15,13
ITEM00971,ORD00312,PROD0226,5,9244.2,85
ITEM00972,ORD00331,PROD0296,1,811.58,96
ITEM00973,ORD00164,PROD0139,4,3414.61,6
ITEM00974,ORD00141,PROD0370,4,8428.3,15
ITEM00975,ORD00168,PROD0309,4,8890.32,30
ITEM00976,ORD00010,PROD0136,-5,6761.68,73
ITEM00977,ORD00146,PROD0025,1,1912.84,51
ITEM00978,ORD00471,PROD0409,1,989.59,43
ITEM00979,ORD00049,PROD0127,1,9551.2,53
ITEM00980,ORD00386,PROD0286,3,5408.5,10
ITEM00981,ORD00253,PROD0187,5,9024.63,50
ITEM00982,ORD00233,PROD0130,3,5568.24,82
ITEM00983,ORD00481,PROD0218,1,7210.71,3
ITEM00984,ORD00006,PROD0297,2,5836.79,41
ITEM00985,ORD00046,PROD0253,4,2332.14,47
ITEM00986,ORD00479,PROD0326,5,1949.26,6
ITEM00987,ORD00023,PROD0084,3,1736.84,38
ITEM00988,ORD00353,PROD0096,1,5104.65,48
ITEM00989,ORD00474,PROD0307,3,696.66,58
ITEM00990,ORD00442,PROD0315,1,5861.33,74
ITEM00991,ORD00343,PROD0467,4,2614.84,67
ITEM00992,ORD00339,PROD0232,2,5956.78,35
ITEM00993,ORD00248,PROD0467,3,2873.6,33
ITEM00994,ORD00181,PROD0332,3,7888.85,31
ITEM00995,ORD00039,PROD0488,2,924.28,7
ITEM00996,ORD00111,PROD0365,-2,1803.03,49
ITEM00997,ORD00175,PROD0347,2,3828.67,75
ITEM00998,ORD00161,PROD0036,5,10412.91,39
