order_id,customer_id,order_date,status
ORD00443,UNKNOWN,2024-01-12 02:41:00,CANCELLED
ORD00444,CUST0329,2025-11-04 13:08:00,CANCELLED
ORD00445,CUST0261,2025-09-10 13:39:00,CANCELLED
ORD00446,CUST0310,2025-01-28 00:00:00,CANCELLED
ORD00447,CUST0475,2024-08-30 22:32:00,DELIVERED
ORD00448,CUST0189,2024-02-04 01:36:00,CANCELLED
ORD00449,CUST0440,2024-03-22 04:46:00,DELIVERED
ORD00450,CUST0313,2025-04-21 16:05:00,CANCELLED
ORD00451,CUST0040,2025-10-07 23:42:00,RETURNED
ORD00452,CUST0176,2025-08-16 09:39:00,PLACED
ORD00453,CUST0294,2025-04-25 14:32:00,CANCELLED
ORD00454,CUST0356,2024-12-27 09:18:00,DELIVERED
ORD00455,CUST0297,2025-07-31 08:03:00,PLACED
ORD00456,CUST0014,2025-11-03 09:51:00,PLACED
ORD00457,CUST0143,2024-05-09 16:04:00,RETURNED
ORD00458,CUST0380,2024-10-14 08:54:00,SHIPPED
ORD00459,CUST0190,2025-08-28 23:09:00,DELIVERED
ORD00460,CUST0442,2024-08-29 00:00:00,PLACED
ORD00461,CUST0429,2024-05-28 19:59:00,CANCELLED
ORD00462,CUST0327,2025-01-27 07:42:00,RETURNED
ORD00463,CUST0420,2024-12-19 01:41:00,SHIPPED
ORD00464,CUST0383,2025-04-20 12:30:00,RETURNED
ORD00465,CUST0243,2024-08-27 12:43:00,RETURNED
ORD00466,CUST0230,2025-03-21 00:18:00,DELIVERED
ORD00467,CUST0273,2025-06-26 21:02:00,CANCELLED
ORD00468,CUST0139,2025-09-17 20:54:00,PLACED
ORD00469,CUST0396,2024-09-18 20:37:00,SHIPPED
ORD00470,CUST0173,2025-11-19 18:49:00,SHIPPED
ORD00471,CUST0426,2024-11-16 17:00:00,CANCELLED
ORD00472,CUST0180,2024-04-10 16:06:00,DELIVERED
ORD00473,UNKNOWN,2024-09-14 06:02:00,RETURNED
ORD00474,CUST0363,2025-11-03 06:38:00,PLACED
ORD00475,CUST0461,2025-09-11 04:24:00,SHIPPED
ORD00476,CUST0240,2024-04-23 22:11:00,PLACED
ORD00477,CUST0394,2025-10-16 14:59:00,DELIVERED
ORD00478,CUST0398,2024-09-20 05:49:00,CANCELLED
ORD00479,CUST0136,2024-12-06 01:16:00,PLACED
ORD00480,CUST0331,2025-05-18 06:39:00,SHIPPED
ORD00481,CUST0055,2025-07-07 13:13:00,DELIVERED
ORD00482,CUST0373,2024-04-15 01:04:00,CANCELLED
ORD00483,CUST0001,2024-01-20 15:09:00,CANCELLED
ORD00484,CUST0201,2024-09-29 04:44:00,RETURNED
ORD00485,CUST0373,2025-05-17 15:27:00,PLACED
ORD00486,CUST0353,2025-07-07 07:00:00,CANCELLED
ORD00487,CUST0184,2024-05-04 18:34:00,DELIVERED
ORD00488,CUST0332,2025-02-14 01:40:00,RETURNED
ORD00489,CUST0393,2024-12-14 02:53:00,SHIPPED
ORD00490,CUST0339,2024-06-29 17:02:00,CANCELLED
ORD00491,CUST0044,2024-04-19 20:44:00,CANCELLED
ORD00492,CUST0369,2024-07-13 04:02:00,SHIPPED
ORD00493,CUST0330,2025-05-15 12:04:00,RETURNED
ORD00494,CUST0173,2025-04-05 00:02:00,PLACED
ORD00495,CUST0342,2025-02-19 03:13:00,RETURNED
ORD00496,CUST0037,2024-06-01 00:00:00,SHIPPED
ORD00497,CUST0471,2025-05-15 20:01:00,SHIPPED
ORD00498,CUST0026,2025-10-26 04:00:00,PLACED
ORD00499,CUST0033,2025-04-12 19:10:00,PLACED
ORD00500,CUST0113,2024-04-26 15:38:00,SHIPPED
